鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
中山區,房地(土地+建物),臺北市中山區新生北路三段１號七樓之１５,3.67,商,,,1110109,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700122,35.78,1,1,1,有,有,7300000,204025,,0.0,0,其他增建；,RPUNMLSJKHHGFCA77DA,25.57,0.0,0.0,有,80.0
中山區,房地(土地+建物)+車位,臺北市中山區五常街１１巷５號十樓之１,18.17,住,,,1110101,土地2建物1車位1,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,154.39,2,2,2,有,有,36050000,285487,坡道平面,35.12,2000000,,RPQQMLLLJHHGFCA07DA,70.05,6.18,4.42,有,
萬華區,房地(土地+建物),臺北市萬華區漢口街二段５１號九樓之５,6.39,商,,,1110208,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,84.19,2,1,1,有,有,17680000,210001,,0.0,0,,RPRNMLPKKHHGFBA17DA,51.78,2.65,0.0,有,81.0
中正區,房地(土地+建物),臺北市中正區中華路一段９５巷９號二十二樓,22.98,商,,,1101222,土地1建物1車位0,二十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050622,264.08000000000004,1,2,3,有,無,83150000,314867,,0.0,0,,RPTNMLKKKHHGFBA86DA,158.16,5.82,16.29,有,
中正區,房地(土地+建物),臺北市中正區衡陽路６９號十一樓之１,4.83,商,,,1101213,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070625,62.480000000000004,2,1,1,有,有,17950000,287292,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPNMLMKKHHGFBA66DA,35.98,1.8,2.04,有,
萬華區,房地(土地+建物)+車位,臺北市萬華區長沙街二段８８號十四樓之２,11.69,商,,,1101220,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950127,146.41,3,2,2,有,有,24580000,167885,塔式車位,0.0,1500000,陽台外推；,RPWNMLRLKIGGFBA97DA,81.17,0.0,10.44,有,
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路一段１６０號十四樓,12.53,商,,,1110111,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020104,191.89,2,2,2,有,有,41000000,239944,坡道平面,33.52,3000000,,RPOOMLPLJHHGFBA96DA,103.0,0.0,5.76,有,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段１１２號四樓,11.34,商,,,1110107,土地1建物1車位1,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1091113,152.53,0,0,0,無,有,45680000,357064,坡道平面,34.26,3450000,,RPXOMLSLKIGGFCA38DA,60.9,3.04,10.08,有,
中山區,房地(土地+建物),臺北市中山區興安街６３號六樓之２,26.43,住,,,1101230,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750314,128.66,3,2,2,有,有,30380000,236126,,0.0,0,其他增建；,RPPOMLNKJHHGFCA86DA,99.35,0.21,6.51,有,89.0
中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號二十一樓之７,9.66,商,,,1061226,土地2建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,174.91,2,2,2,有,有,67739650,433497,坡道平面,26.49,3400000,1.總價含工程加帳＄139650元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPRQMLRLJHHGFCA77DA,90.15,0.0,2.15,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號二十一樓之８,5.8,商,,,1061226,土地2建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,104.28999999999999,1,1,1,有,有,41625079,435249,坡道機械,13.25,2000000,1.總價含工程減帳＄54921元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPTQMLRLJHHGFCA97DA,54.28,0.0,2.95,有,
北投區,房地(土地+建物)+車位,臺北市北投區承德路七段３８８號十六樓,31.13,住,,,1101109,土地1建物1車位2,十六層，電梯樓梯間,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841221,264.58,4,2,1,有,有,40000000,151183,坡道平面,0.0,0,其他增建；,RPVOMLKKJHHGFEA37DA,142.73,3.75,22.02,有,
大安區,房地(土地+建物),臺北市大安區光復南路６５２號十樓,6.06,商,,,1110107,土地4建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970627,68.77000000000001,1,1,1,有,有,22880000,332703,,0.0,0,含機車停車位,RPPNMLPKKHHGFFA37DA,42.77,1.07,0.0,有,98.0
士林區,房地(土地+建物)+車位,臺北市士林區文林路５００號九樓之２,11.64,商,,,1110103,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020227,83.67,2,1,1,有,有,23500000,280865,塔式車位,0.0,1700000,陽台外推；夾層；其他增建；,RPSOMLLKKHHGFEA27DA,48.43,1.34,6.96,有,99.0
士林區,房地(土地+建物),臺北市士林區延平北路五段５０號九樓,22.91,住,,,1110209,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020312,143.46,3,2,2,有,無,24000000,167294,,0.0,0,,RPRNMLMKKHHGFEA17DA,85.25,4.06,6.64,有,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段３１５巷３４弄７號七樓,46.84,住,,,1101220,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040804,221.02,3,2,2,有,有,40700000,206506,坡道平面,37.49,2800000,,RPRQMLTJKHHGFEA08DA,108.89,12.74,7.52,有,100.0
北投區,房地(土地+建物)+車位,臺北市北投區光明路１８５號九樓,19.21,都市：其他:特定觀光商業專用區。,,,1101127,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000520,183.11,5,2,2,有,有,37570000,202682,塔式車位,5.64,1600000,,RPQPMLSJKHHGFEA77DA,103.65,5.71,5.14,有,101.0
信義區,房地(土地+建物),臺北市信義區松勤街９號六樓,8.13,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101111,土地1建物1車位0,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0961225,65.13,2,1,1,有,有,24250000,372332,,0.0,0,,RPPPMLLLJHHGFDA07EA,38.03,2.51,3.06,有,
南港區,房地(土地+建物)+車位,臺北市南港區興中路２８巷６號十樓,10.56,商,,,1101220,土地1建物1車位1,十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011001,168.74,3,2,2,有,有,37180000,261914,坡道平面,36.33,2500000,,RPQPMLLLJHHGFDA17EA,67.12,10.94,7.3,有,104.0
中山區,房地(土地+建物),臺北市中山區建國北路二段３５號八樓之２,4.25,住,,,1101223,土地5建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770524,34.79,1,1,1,有,有,8080000,232251,,0.0,0,其他增建；,RPUQMLPKKHHGFCA97EA,22.2,0.12,2.39,有,
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段１７９號五樓,13.25,商,,,1101210,土地2建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990901,191.16,3,2,2,有,有,43000000,263658,坡道平面,38.7,2800000,,RPTNMLPKKHHGFDA67EA,75.68,6.78,13.24,有,106.0
北投區,房地(土地+建物)+車位,臺北市北投區光明路６６號五樓,13.45,商,,,1110101,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961116,168.11,3,2,2,有,有,29400000,174885,坡道平面,41.6,0,陽台外推；,RPVOMLPKKHHGFEA08EA,67.23,3.51,13.42,有,
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段４７３號五樓,18.79,商,,,1110118,土地2建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,188.57,4,2,2,有,有,58900000,355842,坡道平面,32.04,3200000,,RPUNMLQKKHHGFDA87EA,95.16,4.57,12.76,有,
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路２０１巷１８之３號十二樓,14.66,住,,,1110110,土地1建物1車位1,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100423,140.31,2,2,1,有,有,34700000,294774,坡道平面,32.77,3000000,,RPVPMLLLJHHGFDA67EA,55.53,10.22,5.2,有,
松山區,房地(土地+建物)+車位,臺北市松山區健康路３２５巷２５弄２６號九樓,25.84,住,,,1101010,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100323,221.15,4,2,2,有,有,58500000,264526,坡道平面,39.88,0,,RPXPMLLLJHHGFDA87EA,111.71,5.74,12.54,有,
北投區,房地(土地+建物),臺北市北投區光明路２４２號十樓之１８,6.72,都市：其他:特定觀光商業專用區。,,,1110128,土地1建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980818,45.79,1,1,1,有,有,8660000,189124,,0.0,0,陽台外推；,RPTNMLTJKHHGFEA97DA,24.12,1.82,2.62,有,111.0
北投區,房地(土地+建物)+車位,臺北市北投區溫泉路３７巷２６號八樓之６,9.18,商,,,1110102,土地2建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941111,64.39,0,0,0,無,有,7680000,119273,坡道機械,19.86,0,陽台外推；夾層；其他增建；,RPUPMLTKJHHGFEA28DA,25.02,0.37,1.43,有,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段４６９號十一樓之８,4.34,商,,,1110116,土地2建物1車位0,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,38.91,1,1,1,有,有,13680000,351581,,0.0,0,,RPTOMLPKKHHGFDA67DA,24.84,2.38,0.0,有,
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段５７號八樓,63.11,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101202,土地2建物1車位3,八層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1071105,558.6700000000001,0,0,0,無,有,291880000,612632,坡道平面,99.21,10400000,毛胚屋,RPQNMLNKJHHGFDA96DA,259.04,7.76,32.93,有,
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段５５號二十三樓,119.21,都市：其他:特定業務區(信義計畫特定專用區)。,,,1101105,土地2建物1車位5,二十三層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1071105,1019.6500000000001,0,0,0,無,有,571680000,647993,坡道平面,165.35,18100000,毛胚屋,RPQPMLRKJHHGFDA57DA,490.3,15.9,51.76,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街１３５號十二樓之３,29.72,住,,,1110122,土地1建物1車位2,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931222,237.99,4,2,2,有,有,55500000,274695,坡道平面,54.15,5000000,,RPSRMLPKKHHGFCA77DA,110.53,5.34,12.41,有,
中山區,房地(土地+建物),臺北市中山區林森北路３０６號十四樓之７,4.92,商,,,1110114,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920213,44.7,1,1,1,有,有,9050000,202461,,0.0,0,,RPSSMLPKKHHGFCA87DA,28.59,0.0,1.46,有,116.0
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段１８０號十八樓之１,16.97,,,,1101024,土地1建物1車位1,十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1070223,238.51999999999998,4,2,2,有,有,66000000,301786,坡道平面,29.1,2800000,,RPVPMLQKKHHGFCA97DA,121.78,3.29,17.12,有,117.0
內湖區,房地(土地+建物),臺北市內湖區民權東路六段１５０之１號二樓之１,3.44,商,,,1110118,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980106,42.879999999999995,1,1,1,有,有,8000000,186567,,0.0,0,,RPQOMLKKKHHGFCA76DA,25.1,1.04,0.0,有,
中山區,房地(土地+建物),臺北市中山區市民大道三段１６９號四樓之３,8.91,住,,,1110116,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970602,68.5,1,1,1,有,有,12250000,178832,,0.0,0,夾層；,RPVPMLQLJHHGFCA97DA,24.54,1.86,3.41,有,119.0
中山區,房地(土地+建物)+車位,臺北市中山區林森北路４８３號七樓之８,4.57,商,,,1100115,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920122,63.03,0,0,0,無,有,9600000,152308,坡道機械,0.0,0,,RPPOMLPKJHHGFCA07DA,22.72,0.74,3.11,有,
中山區,房地(土地+建物),臺北市中山區林森北路４１３號八樓之５,6.29,商,,,1110116,土地3建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730927,66.03,2,1,1,有,有,9550000,144631,,0.0,0,,RPSWMLTKJHHGFCA58DA,50.89,0.0,3.01,有,120.0
中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十五樓,10.94,商,,,1081107,土地2建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,200.01,2,2,2,有,有,79564354,438937,坡道平面,26.49,3400000,總價內含工程加帳＄164354元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPVOMLKKJHHGFCA17DA,102.29,0.0,7.61,有,
中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十五樓之１,6.97,商,,,1081107,土地2建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,119.05000000000001,2,2,2,有,有,49306812,439573,坡道機械,13.25,2800000,1.總價內含工程加帳＄6812 元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPRPMLKKJHHGFCA86DA,65.2,0.0,0.0,有,
文山區,房地(土地+建物)+車位,臺北市文山區景隆街３６巷２之７號十一樓,26.43,,,,1101223,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820410,196.43,4,2,2,有,有,25000000,127272,坡道平面,0.0,2000000,陽台外推；其他增建；,RPXPMLPKKHHGFAA87DA,160.94,5.81,12.6,有,
文山區,房地(土地+建物)+車位,臺北市文山區景華街１９８號七樓之５,11.21,住,,,1101218,土地1建物1車位1,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050930,118.39999999999999,2,2,1,有,有,21880000,184797,坡道平面,41.97,0,,RPROMLQKKHHGFAA27DA,43.8,0.0,7.64,有,123.0
南區,房地(土地+建物)+車位,臺中市南區福田一街１８９號十八樓之７,23.47,住,,,1101120,土地1建物1車位1,十八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051101,203.17000000000002,4,2,2,有,有,22300000,109760,坡道平面,27.38,0,,RPQOMLRJKIGGFAB27DA,103.43,0.0,13.24,有,1.0
南區,房地(土地+建物),臺中市南區美和街１０６號１２樓之４,11.08,住,,,1101215,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840117,75.92,2,2,1,有,有,4000000,52687,,0.0,0,,RPUQMLOJJHHGFAB47DA,47.94,0.0,11.41,有,
南區,房地(土地+建物)+車位,臺中市南區南陽街７９號７樓之３,12.46,住,,,1101226,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830728,122.55,3,2,2,有,有,7700000,62826,坡道平面,0.0,0,,RPQPMLQJJHHGFAB17DA,84.36,1.22,7.91,有,
南區,房地(土地+建物)+車位,臺中市南區復興北路５６７巷５號十一樓之１,20.04,都市：其他:第二種住宅區,,,1101218,土地5建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851004,110.33,3,2,2,有,有,8500000,77042,坡道機械,0.0,0,陽台外推；其他增建；,RPQSMLMKJHHGFAB17DA,77.11,0.0,8.44,有,
東區,房地(土地+建物)+車位,臺中市東區自由路四段２１７號九樓之一,17.46,商,,,1101107,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030822,160.97,4,2,2,有,有,12700000,78897,坡道機械,5.3,0,,RPTOMLRKJHHGFAB57DA,87.41,6.99,8.66,有,
西區,房地(土地+建物),臺中市西區向上路一段４０２號十一樓之５,2.93,住,,,1110117,土地2建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840607,33.66,1,1,1,有,有,2150000,63874,,0.0,0,其他增建；,RPOPMLKLJHHGFAB56DA,18.87,0.0,3.36,有,
南區,房地(土地+建物)+車位,臺中市南區信義南街１０９號５樓之１,13.69,住,,,1110104,土地5建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851211,146.74,4,2,2,有,有,9500000,64740,坡道機械,15.32,0,,RPQNMLSLJHHGFAB37DA,94.62,0.0,12.26,有,4.0
南區,房地(土地+建物)+車位,臺中市南區高工路５８號１２樓之１,11.94,住,,,1110102,土地2建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870410,146.32,2,2,2,有,有,6500000,44423,升降機械,0.0,0,,RPXNMLTJKHHGFAB08DA,90.62,0.0,10.05,有,
北區,房地(土地+建物)+車位,臺中市北區博館二街３號十五樓,23.6,商,,,1061019,土地1建物1車位2,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101027,241.38,3,2,2,有,有,21600000,116279,坡道平面,81.42,3000000,,RPXNMLNJJHHGFBB47DA,96.24,0.0,9.52,有,
北屯區,房地(土地+建物),臺中市北屯區敦化路一段５５３號九樓,15.29,住,,,1110104,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830511,126.59,3,2,2,有,有,8360000,66040,,0.0,0,,RPQRMLOJJHHGFBB27DA,88.66,0.0,11.25,有,
